name,state_code,type,category,in_state_total,minority_enroll
Brown University,RI,Private,Two Or More Races,70326,0.04095414442871147
Bryant University,RI,Private,Asian,59675,0.04072790294627383
Bryant University,RI,Private,Black,59675,0.041883304448295786
Bryant University,RI,Private,Hispanic,59675,0.06239168110918544
Bryant University,RI,Private,Non-Resident Foreign,59675,0.0805892547660312
Bryant University,RI,Private,Two Or More Races,59675,0.012709416522241479
Bryn Mawr College,PA,Private,Asian,68860,0.09713282621416033
Bryn Mawr College,PA,Private,Black,68860,0.06143943826799298
Bryn Mawr College,PA,Private,Hispanic,68860,0.07840842598010532
Bryn Mawr College,PA,Private,Non-Resident Foreign,68860,0.18665886483323582
Bryn Mawr College,PA,Private,Two Or More Races,68860,0.04388531304856641
Bucknell University,PA,Private,Asian,69754,0.0347682119205298
Bucknell University,PA,Private,Black,69754,0.03145695364238411
Bucknell University,PA,Private,Hispanic,69754,0.05160044150110375
Bucknell University,PA,Private,Non-Resident Foreign,69754,0.061258278145695365
Bucknell University,PA,Private,Two Or More Races,69754,0.03421633554083885
Buena Vista University,IA,Private,Asian,43542,0.012200435729847494
Buena Vista University,IA,Private,Black,43542,0.014814814814814815
Buena Vista University,IA,Private,Hispanic,43542,0.04008714596949891
Buena Vista University,IA,Private,Non-Resident Foreign,43542,0.027450980392156862
Buena Vista University,IA,Private,Two Or More Races,43542,0.008278867102396514
Butler University,IN,Private,Asian,54950,0.024546204620462045
Butler University,IN,Private,Black,54950,0.037541254125412545
Butler University,IN,Private,Hispanic,54950,0.030115511551155116
Butler University,IN,Private,Non-Resident Foreign,54950,0.02867161716171617
Butler University,IN,Private,Two Or More Races,54950,0.018770627062706272
Cabrini University,PA,Private,Asian,44186,0.009532455742169769
Cabrini University,PA,Private,Black,44186,0.12936904221516116
Cabrini University,PA,Private,Hispanic,44186,0.04357694053563323
Cabrini University,PA,Private,Non-Resident Foreign,44186,9.078529278256923e-4
Cabrini University,PA,Private,Two Or More Races,44186,0.03313663186563777
Cairn University,PA,Private,Asian,37573,0.03780718336483932
Cairn University,PA,Private,Black,37573,0.16540642722117202
Cairn University,PA,Private,Hispanic,37573,0.062381852551984876
Cairn University,PA,Private,Non-Resident Foreign,37573,0.01890359168241966
Cairn University,PA,Private,Two Or More Races,37573,0.015122873345935728
California Baptist University,CA,Private,Asian,45638,0.050018851325876586
California Baptist University,CA,Private,Black,45638,0.08357421138620083
California Baptist University,CA,Private,Hispanic,45638,0.3172049767500314
California Baptist University,CA,Private,Non-Resident Foreign,45638,0.021993213522684428
California Baptist University,CA,Private,Two Or More Races,45638,0.045368857609651876
California College of the Arts,CA,Private,Asian,59274,0.14264264264264265
California College of the Arts,CA,Private,Black,59274,0.04154154154154154
California College of the Arts,CA,Private,Hispanic,59274,0.12612612612612611
California College of the Arts,CA,Private,Non-Resident Foreign,59274,0.27627627627627627
California College of the Arts,CA,Private,Two Or More Races,59274,0
California Institute of Integral Studies,CA,Private,Asian,20230,0.04316546762589928
California Institute of Integral Studies,CA,Private,Black,20230,0.05915267785771383
California Institute of Integral Studies,CA,Private,Hispanic,20230,0.10071942446043165
California Institute of Integral Studies,CA,Private,Non-Resident Foreign,20230,0.08233413269384493
California Institute of Integral Studies,CA,Private,Two Or More Races,20230,0.05675459632294165
California Institute of Technology,CA,Private,Asian,67887,0.26256224535989137
California Institute of Technology,CA,Private,Black,67887,0.012222725215029425
California Institute of Technology,CA,Private,Hispanic,67887,0.07831598008148484
California Institute of Technology,CA,Private,Non-Resident Foreign,67887,0.2729741964689905
California Institute of Technology,CA,Private,Two Or More Races,67887,0.03078315980081485
California Institute of the Arts,CA,Private,Asian,61345,0.11692726036709722
California Institute of the Arts,CA,Private,Black,61345,0.06322229775662815
California Institute of the Arts,CA,Private,Hispanic,61345,0.12100611828687967
California Institute of the Arts,CA,Private,Non-Resident Foreign,61345,0.1114887831407206
California Institute of the Arts,CA,Private,Two Or More Races,61345,0.06254248810333107
California Lutheran University,CA,Private,Asian,56472,0.05721153846153846
California Lutheran University,CA,Private,Black,56472,0.036298076923076926
California Lutheran University,CA,Private,Hispanic,56472,0.234375
California Lutheran University,CA,Private,Non-Resident Foreign,56472,0.11466346153846153
California Lutheran University,CA,Private,Two Or More Races,56472,0.026442307692307692
Calvin College,MI,Private,Asian,44800,0.04332582018532432
Calvin College,MI,Private,Black,44800,0.023541197094916103
Calvin College,MI,Private,Hispanic,44800,0.032306536438767845
Calvin College,MI,Private,Non-Resident Foreign,44800,0.10643626346105685
Calvin College,MI,Private,Two Or More Races,44800,0.02779864763335838
Cambridge College,MA,Private,Asian,13040,0.027455121436114043
Cambridge College,MA,Private,Black,13040,0.28299894403379094
Cambridge College,MA,Private,Hispanic,13040,0.22034494896163323
Cambridge College,MA,Private,Non-Resident Foreign,13040,0.08940513903555086
Cambridge College,MA,Private,Two Or More Races,13040,0.008095740936290039
Cameron University,OK,Public,Asian,11902,0.016796098970561675
Cameron University,OK,Public,Black,11902,0.1554993678887484
Cameron University,OK,Public,Hispanic,11902,0.11630847029077118
Cameron University,OK,Public,Non-Resident Foreign,11902,0.04749864547588947
Cameron University,OK,Public,Two Or More Races,11902,0.07711757269279393
Campbell University,NC,Private,Asian,43930,0.03163415833469923
Campbell University,NC,Private,Black,43930,0.15505654810686773
Campbell University,NC,Private,Hispanic,43930,0.056220291755449923
Campbell University,NC,Private,Non-Resident Foreign,43930,0.019832814292738896
Campbell University,NC,Private,Two Or More Races,43930,0.018357646287493853
Campbellsville University,KY,Private,Asian,33400,0.004960606944849723
Campbellsville University,KY,Private,Black,33400,0.10942515319521447
Campbellsville University,KY,Private,Hispanic,33400,0.01634082287715203
Campbellsville University,KY,Private,Non-Resident Foreign,33400,0.06594689232564925
Campbellsville University,KY,Private,Two Or More Races,33400,0.011963816749343449
Canisius College,NY,Private,Asian,39788,0.017459937813920114
Canisius College,NY,Private,Black,39788,0.06696962449174838
Canisius College,NY,Private,Hispanic,39788,0.044008610380291795
Canisius College,NY,Private,Non-Resident Foreign,39788,0.0466395599138962
Canisius College,NY,Private,Two Or More Races,39788,0.015068165510643387
Capital University,OH,Private,Asian,46308,0.014310246136233544
Capital University,OH,Private,Black,46308,0.09673726388093876
Capital University,OH,Private,Hispanic,46308,0.03863766456783057
Capital University,OH,Private,Non-Resident Foreign,46308,0.015455065827132226
Capital University,OH,Private,Two Or More Races,46308,0.0383514596451059
Cardinal Stritch University,WI,Private,Asian,38438,0.019942272369456837
Cardinal Stritch University,WI,Private,Black,38438,0.22093938598792967
Cardinal Stritch University,WI,Private,Hispanic,38438,0.07688270795066912
Cardinal Stritch University,WI,Private,Non-Resident Foreign,38438,0.031750196798740485
Cardinal Stritch University,WI,Private,Two Or More Races,38438,0.018630280766203097
Carleton College,MN,Private,Asian,68844,0.08945065629557608
Carleton College,MN,Private,Black,68844,0.038405444822557123
Carleton College,MN,Private,Hispanic,68844,0.06319883325230918
Carleton College,MN,Private,Non-Resident Foreign,68844,0.095770539620807
Carleton College,MN,Private,Two Or More Races,68844,0.04521147301895965
Carlow University,PA,Private,Asian,40896,0.013175829168559746
Carlow University,PA,Private,Black,40896,0.17628350749659247
Carlow University,PA,Private,Hispanic,40896,0.019536574284416176
Carlow University,PA,Private,Non-Resident Foreign,40896,0.003634711494775102
Carlow University,PA,Private,Two Or More Races,40896,0.02862335302135393
Carnegie Mellon University,PA,Private,Asian,69883,0.16453483753078574
Carnegie Mellon University,PA,Private,Black,69883,0.03193771351394296
Carnegie Mellon University,PA,Private,Hispanic,69883,0.04560260586319218
Carnegie Mellon University,PA,Private,Non-Resident Foreign,69883,0.3829347739731469
Carnegie Mellon University,PA,Private,Two Or More Races,69883,0.026535314213076984
Carroll College,MT,Private,Asian,45366,0.014583333333333334
Carroll College,MT,Private,Black,45366,0.007638888888888889
Carroll College,MT,Private,Hispanic,45366,0.049305555555555554
Carroll College,MT,Private,Non-Resident Foreign,45366,0.01597222222222222
Carroll College,MT,Private,Two Or More Races,45366,0.01597222222222222
Carroll University,WI,Private,Asian,41402,0.03366221706326175
Carroll University,WI,Private,Black,41402,0.010737086477074869
Carroll University,WI,Private,Hispanic,41402,0.05513639001741149
Carroll University,WI,Private,Non-Resident Foreign,41402,0.015670342426001162
Carroll University,WI,Private,Two Or More Races,41402,0.019733023795705164
Carson-Newman University,TN,Private,Asian,36710,0.00550381033022862
Carson-Newman University,TN,Private,Black,36710,0.06477561388653684
Carson-Newman University,TN,Private,Hispanic,36710,0.014394580863674851
Carson-Newman University,TN,Private,Non-Resident Foreign,36710,0.04741744284504657
Carson-Newman University,TN,Private,Two Or More Races,36710,0
Carthage College,WI,Private,Asian,55540,0.011194029850746268
Carthage College,WI,Private,Black,55540,0.05189959294436906
Carthage College,WI,Private,Hispanic,55540,0.042740841248303935
Carthage College,WI,Private,Non-Resident Foreign,55540,0.005427408412483039
Carthage College,WI,Private,Two Or More Races,55540,0.02408412483039349
Case Western Reserve University,OH,Private,Asian,64232,0.14325503667254666
Case Western Reserve University,OH,Private,Black,64232,0.05226998421687865
Case Western Reserve University,OH,Private,Hispanic,64232,0.041221799275833255
Case Western Reserve University,OH,Private,Non-Resident Foreign,64232,0.1877263021075109
Case Western Reserve University,OH,Private,Two Or More Races,64232,0.024974468480178258
Catawba College,NC,Private,Asian,41008,0.011538461538461539
Catawba College,NC,Private,Black,41008,0.20384615384615384
Catawba College,NC,Private,Hispanic,41008,0.036923076923076927
Catawba College,NC,Private,Non-Resident Foreign,41008,0.026153846153846153
Catawba College,NC,Private,Two Or More Races,41008,0.021538461538461538
Cazenovia College,NY,Private,Asian,49226,0.007332722273143905
Cazenovia College,NY,Private,Black,49226,0.07149404216315307
Cazenovia College,NY,Private,Hispanic,49226,0.06049495875343722
Cazenovia College,NY,Private,Non-Resident Foreign,49226,0
Cazenovia College,NY,Private,Two Or More Races,49226,0.04124656278643447
Cedar Crest College,PA,Private,Asian,50760,0.028086218158066622
Cedar Crest College,PA,Private,Black,50760,0.09144350097975179
Cedar Crest College,PA,Private,Hispanic,50760,0.12083605486610059
Cedar Crest College,PA,Private,Non-Resident Foreign,50760,0.02155453951665578
Cedar Crest College,PA,Private,Two Or More Races,50760,0.008491182233834096
Cedarville University,OH,Private,Asian,37630,0.02092050209205021
Cedarville University,OH,Private,Black,37630,0.020362622036262202
Cedarville University,OH,Private,Hispanic,37630,0.022315202231520222
Cedarville University,OH,Private,Non-Resident Foreign,37630,0.014504881450488146
Cedarville University,OH,Private,Two Or More Races,37630,0.023430962343096235
Centenary University,NJ,Private,Asian,44442,0.00992234685073339
Centenary University,NJ,Private,Black,44442,0.0811044003451251
Centenary University,NJ,Private,Hispanic,44442,0.05306298533218291
Centenary University,NJ,Private,Non-Resident Foreign,44442,0.01984469370146678
Centenary University,NJ,Private,Two Or More Races,44442,0.0025884383088869713
Central Christian College of Kansas,KS,Private,Asian,34960,0.00944206008583691
Central Christian College of Kansas,KS,Private,Black,34960,0.18025751072961374
Central Christian College of Kansas,KS,Private,Hispanic,34960,0.09184549356223176
Central Christian College of Kansas,KS,Private,Non-Resident Foreign,34960,0.0068669527896995704
Central Christian College of Kansas,KS,Private,Two Or More Races,34960,0.014592274678111588
Central College,IA,Private,Asian,47575,0.010630758327427357
Central College,IA,Private,Black,47575,0.01842664776754075
Central College,IA,Private,Hispanic,47575,0.03118355776045358
Central College,IA,Private,Non-Resident Foreign,47575,0.012756909992912827
Central College,IA,Private,Two Or More Races,47575,0.009922041105598866
Central Connecticut State University,CT,Public,Asian,22792,0.035640109661875884
Central Connecticut State University,CT,Public,Black,22792,0.10176954390628894
Central Connecticut State University,CT,Public,Hispanic,22792,0.11290188585195647
Central Connecticut State University,CT,Public,Non-Resident Foreign,22792,0.01686466727589931
Central Connecticut State University,CT,Public,Two Or More Races,22792,0.0240923818227133
Central Michigan University,MI,Public,Asian,23036,0.01179359351166338
Central Michigan University,MI,Public,Black,23036,0.11220655530339671
Central Michigan University,MI,Public,Hispanic,23036,0.03352059228393914
Central Michigan University,MI,Public,Non-Resident Foreign,23036,0.041296179173332344
Central Michigan University,MI,Public,Two Or More Races,23036,0.022471074072696155
Central State University,OH,Public,Asian,16578,5.711022272986865e-4
Central State University,OH,Public,Black,16578,0.9531696173615077
Central State University,OH,Public,Hispanic,16578,0.006853226727584237
Central State University,OH,Public,Non-Resident Foreign,16578,0.004568817818389492
Central State University,OH,Public,Two Or More Races,16578,0.008566533409480296
